9.000000000000000000e+00,0.000000000000000000e+00
2.454000000000000000e+03,0.000000000000000000e+00
8.360000000000000000e+02,1.000000000000000000e+00
9.140000000000000000e+02,1.000000000000000000e+00
1.919000000000000000e+03,0.000000000000000000e+00
1.690000000000000000e+02,1.000000000000000000e+00
3.537000000000000000e+03,0.000000000000000000e+00
2.918000000000000000e+03,0.000000000000000000e+00
8.470000000000000000e+02,1.000000000000000000e+00
1.210000000000000000e+02,1.000000000000000000e+00
3.082000000000000000e+03,0.000000000000000000e+00
1.970000000000000000e+03,0.000000000000000000e+00
2.363000000000000000e+03,0.000000000000000000e+00
4.650000000000000000e+02,0.000000000000000000e+00
1.003000000000000000e+03,1.000000000000000000e+00
3.623000000000000000e+03,0.000000000000000000e+00
3.284000000000000000e+03,0.000000000000000000e+00
4.670000000000000000e+02,0.000000000000000000e+00
1.031000000000000000e+03,1.000000000000000000e+00
4.900000000000000000e+01,0.000000000000000000e+00
1.076000000000000000e+03,1.000000000000000000e+00
7.710000000000000000e+02,0.000000000000000000e+00
2.955000000000000000e+03,0.000000000000000000e+00
3.008000000000000000e+03,0.000000000000000000e+00
1.054000000000000000e+03,1.000000000000000000e+00
2.112000000000000000e+03,0.000000000000000000e+00
3.061000000000000000e+03,0.000000000000000000e+00
1.554000000000000000e+03,0.000000000000000000e+00
7.410000000000000000e+02,1.000000000000000000e+00
1.492000000000000000e+03,0.000000000000000000e+00
8.620000000000000000e+02,1.000000000000000000e+00
3.095000000000000000e+03,0.000000000000000000e+00
2.621000000000000000e+03,0.000000000000000000e+00
3.007000000000000000e+03,0.000000000000000000e+00
2.447000000000000000e+03,1.000000000000000000e+00
1.270000000000000000e+03,1.000000000000000000e+00
1.346000000000000000e+03,0.000000000000000000e+00
5.830000000000000000e+02,1.000000000000000000e+00
8.410000000000000000e+02,1.000000000000000000e+00
3.384000000000000000e+03,0.000000000000000000e+00
2.214000000000000000e+03,0.000000000000000000e+00
3.333000000000000000e+03,0.000000000000000000e+00
